model,start_year,n_train_observations,MAE_return,RMSE_return,MAE_price,RMSE_price,MAPE_price_percent,train_start_date,train_end_date
Random_Walk_one_step,baseline,3961,0.009115826233610456,0.01236009818404337,31.680076984127,44.75218934686281,0.9107863200424391,,
Random_Forest,2009,3961,0.009110695490369029,0.012367093848738155,31.709554125551453,44.83483877253263,0.910139724290264,2009-01-29,2024-12-20
Random_Forest,2018,1735,0.00899337169817914,0.012266015617787836,31.33543922295096,44.59447243638826,0.8987239785590782,2018-01-02,2024-12-20
Random_Forest,2024,243,0.008976587326349048,0.012238358461824823,31.194832626282466,44.35325795740895,0.8970305291831608,2024-01-02,2024-12-20
