date,real_price,random_walk_constante,rf_recursivo_desde_2009,xgboost_recursivo_desde_2009,rf_recursivo_desde_2018,xgboost_recursivo_desde_2018,rf_recursivo_desde_2024,xgboost_recursivo_desde_2024
2025-01-23,2756.9833,2613.165,2623.4998598044326,2656.9185969120167,2628.523839151924,2676.5449374463064,2729.7756014270867,2745.3775687629136
2025-01-24,2756.4683,2613.165,2624.1504489263575,2659.943995933845,2629.568167181096,2680.7209127858737,2735.7242261439815,2750.1093036215666
2025-01-27,2774.3,2613.165,2624.801199384752,2663.7332218401466,2630.6129101279553,2682.900997737635,2741.250060822021,2744.749142899524
2025-01-28,2734.0233,2613.165,2625.4521112196257,2666.803215430114,2631.658068157351,2684.841386459253,2746.550562547792,2745.0122113741613
2025-01-29,2758.7317,2613.165,2626.103184470997,2670.0096326605803,2632.7036414341983,2686.5696998441294,2752.4519279661,2740.92215166104
2025-01-30,2752.6867,2613.165,2626.7544191788948,2672.9821425167347,2633.749630123477,2688.362858345448,2758.801442880529,2738.749961654755
2025-01-31,2793.1883,2613.165,2627.405815383358,2676.1959889486366,2634.796034390233,2690.056904135788,2765.385395996687,2733.4883384650643
2025-02-03,2809.7533,2613.165,2628.0573731244353,2678.868162639842,2635.8428543995783,2691.7520174126585,2771.6158823003148,2730.6431162986087
2025-02-04,2818.3383,2613.165,2628.7090924421855,2681.543004488486,2636.890090316689,2693.6988075701724,2777.2797333316817,2725.5770792613607
2025-02-05,2842.715,2613.165,2629.3609733766775,2684.2205171587166,2637.937742306808,2695.6470057295724,2782.8596188960587,2721.986291005257
2025-02-06,2873.2283,2613.165,2630.0130159679893,2686.9007033173402,2638.985810535244,2697.5966129091858,2788.723031500509,2721.8500068634517
2025-02-07,2850.0917,2613.165,2630.66522025621,2689.5835656338277,2640.0342951673706,2699.547630128076,2795.0566815552047,2722.0031566116863
2025-02-10,2858.0483,2613.165,2631.3175862814373,2692.2691067803144,2641.0831963686273,2703.093023623769,2801.629922114367,2722.6307165244734
2025-02-11,2900.815,2613.165,2631.97011408378,2694.957329431604,2642.1325143045196,2706.5074129572936,2807.9420682921973,2724.175311239108
2025-02-12,2904.675,2613.165,2632.6228037033566,2697.648236265172,2643.1822491406188,2709.9261151481332,2813.936729976254,2725.3973342131453
2025-02-13,2904.5633,2613.165,2633.275655180295,2700.891739848957,2644.2324010425614,2713.133662383301,2819.590263810179,2730.7908775930805
2025-02-14,2916.7933,2613.165,2633.9286685547336,2704.1391432427163,2645.2829701760506,2716.578199725418,2825.531066925058,2736.2514124256472
2025-02-17,2890.7233,2613.165,2634.5818438668207,2707.390451135366,2646.3339567068547,2719.8907729682005,2831.7614477717307,2746.3896177333218
2025-02-18,2898.9133,2613.165,2635.2351811567146,2710.645668221461,2647.385360800808,2723.896063323701,2838.328768415735,2754.464819235334
