date,real_price,random_walk_constante,rf_recursivo_desde_2009,xgboost_recursivo_desde_2009,rf_recursivo_desde_2018,xgboost_recursivo_desde_2018,rf_recursivo_desde_2024,xgboost_recursivo_desde_2024
2025-10-03,3845.2167,2613.165,2738.486432027011,3260.9318743312538,2815.5079259390404,3265.5404315239707,3974.7158225023836,3105.898698389148
2025-10-06,3883.625,2613.165,2739.165536116366,3264.8526391213722,2816.6265438490695,3269.29623154268,3983.933842366207,3108.5534050660426
2025-10-07,3956.115,2613.165,2739.844808613481,3268.778118023018,2817.745606192594,3274.3970240792282,3992.9097504893043,3111.0462189817576
2025-10-08,3982.245,2613.165,2740.524249560118,3272.7083167041797,2818.8651131461897,3276.2312248925396,4001.5143335802786,3114.876889862536
2025-10-09,4051.6417,2613.165,2741.20385899805,3276.6432408396595,2819.985064886503,3279.409188802279,4009.5797892947817,3125.853175900021
2025-10-10,3959.9483,2613.165,2741.88363696906,3280.5828961110833,2821.1054615902503,3281.6375242276763,4018.0278692897136,3136.9374497831636
2025-10-13,3984.03,2613.165,2742.563583514942,3284.5272882069085,2822.226303434218,3284.133782133886,4026.887741393496,3143.565750485426
2025-10-14,4106.4917,2613.165,2743.2436986775,3288.4764228224317,2823.3475905952632,3287.0790310289344,4036.2267565199118,3147.294435771153
2025-10-15,4148.4867,2613.165,2743.923982498549,3292.4303056597973,2824.4693232503128,3289.4563871387027,4045.3204819591356,3154.355074912567
2025-10-16,4193.1733,2613.165,2744.604435019913,3295.717787473253,2825.5915015763644,3293.7765247607144,4054.038008372642,3162.3065720398736
2025-10-17,4291.935,2613.165,2745.2850562834283,3299.6803769284347,2826.7141257504854,3298.1565216724434,4062.209330850996,3168.464103247399
2025-10-20,4209.594,2613.165,2745.9658463309393,3303.647730782817,2827.8371959498145,3302.3225604840845,4070.7682999167355,3169.7774021507444
2025-10-21,4345.332,2613.165,2746.6468052043024,3307.61985476485,2828.96071235156,3306.231285352745,4079.7444662537223,3176.387428044888
2025-10-22,4109.9983,2613.165,2747.327932945384,3311.596754609873,2830.084675133,3310.428806942621,4089.206064820428,3176.27174897641
2025-10-23,4058.2533,2613.165,2748.009229596061,3315.5784360601206,2831.2090844714844,3314.465516759818,4098.4191540399115,3183.032385792193
2025-10-24,4133.355,2613.165,2748.6906951982196,3319.5649048647306,2832.3339405444326,3319.346373336801,4107.25110626429,3177.150956837618
2025-10-27,4118.375,2613.165,2749.372329793758,3323.5561667797547,2833.4592435293353,3323.164057249311,4115.529685108284,3179.746123801702
2025-10-28,4008.53,2613.165,2750.054133424584,3327.5522275681647,2834.584993603753,3328.2245032335913,4124.200998769167,3179.7023429172814
2025-10-29,3963.545,2613.165,2750.7361061326155,3331.5530929998613,2835.711190945317,3332.0523981605206,4133.294985811583,3182.015685416874
2025-10-30,3992.0883,2613.165,2751.4182479597816,3335.558768851683,2836.8378357317292,3337.251103569943,4142.880776842617,3179.8814086388916
2025-11-03,4003.745,2613.165,2752.100558948021,3339.5692609074135,2837.964928140762,3341.08938027178,4152.214796605304,3181.4477316784823
2025-11-04,4007.4017,2613.165,2752.783039139283,3343.5845749577916,2839.0924683502585,3346.302185281741,4161.162676587963,3179.3496757374196
2025-11-05,3960.6233,2613.165,2753.465688575528,3347.6047168005175,2840.2204565381326,3350.15087191528,4169.549919639228,3178.818496002886
2025-11-06,3981.8217,2613.165,2754.1485072987257,3351.6296922402626,2841.3488928823685,3355.377814765825,4178.33505252473,3176.1979039679372
2025-11-07,3979.66,2613.165,2754.831495350857,3355.659507088678,2842.477777561022,3357.257378139341,4187.548406781196,3176.019189524412
2025-11-10,3999.2867,2613.165,2755.514652773913,3359.6941671644017,2843.607110752218,3360.5139379030015,4197.2600204205655,3175.153684798568
2025-11-11,4097.7567,2613.165,2756.1979796098954,3363.7336782930684,2844.736892634154,3362.7973834336603,4206.716558054652,3175.0036064499286
2025-11-12,4114.775,2613.165,2756.8814759008155,3367.7780463073163,2845.8671233850973,3365.355377573295,4215.781887457482,3174.1383784831023
2025-11-13,4199.515,2613.165,2757.5651416886963,3371.8272770467975,2846.997803183386,3368.373466927987,4224.27922103691,3174.9318555629325
2025-11-14,4202.9075,2613.165,2758.24897701557,3375.8813763581843,2848.12893220743,3370.809618649924,4233.1796671324155,3174.8205820398957
2025-11-17,4099.9717,2613.165,2758.93298192348,3379.252183816153,2849.260510635708,3375.236599809213,4242.513955410947,3176.2334034797286
2025-11-18,4075.0367,2613.165,2759.6171564544798,3383.3152104262854,2850.392538646772,3379.7249206689876,4252.353043199846,3178.157634312363
2025-11-19,4068.0867,2613.165,2760.3015006506334,3387.3831221957184,2851.525016419244,3383.993991921263,4261.933706868715,3180.5910900758445
2025-11-20,4072.9567,2613.165,2760.9860145540156,3391.4559249980985,2852.657944131816,3387.9993854675804,4271.118027326867,3186.88545890156
2025-11-21,4057.515,2613.165,2761.6706982067108,3395.5336247141336,2853.791321963252,3392.3007181148123,4279.726896477162,3190.0462797455025
2025-11-24,4083.6217,2613.165,2762.3555516508145,3399.6162272316033,2854.9251500923874,3396.437261871011,4288.7441693780365,3198.5098615462034
2025-11-25,4094.0867,2613.165,2763.0405749284323,3403.7037384453656,2856.059428698128,3401.438829413074,4298.200979052493,3206.8102090145794
2025-11-26,4150.2167,2613.165,2763.7257680816806,3407.796164257367,2857.194157959451,3405.3509304227023,4308.169214210162,3211.5103608776576
2025-11-27,4167.9533,2613.165,2764.4111311526863,3411.893510576649,2858.3293380554037,3410.536528889721,4317.875633185869,3215.0340374353796
2025-11-28,4157.14,2613.165,2765.0966641835857,3415.995783319359,2859.464969165106,3414.4590934475987,4327.180506569919,3223.5033594205347
2025-12-01,4211.1583,2613.165,2765.7823672165273,3420.102988408756,2860.6010514677487,3419.7863707044503,4335.902375301343,3232.238620189228
2025-12-02,4233.4583,2613.165,2766.4682402936683,3424.2151317752227,2861.7375851425927,3423.7195737942307,4345.038008470326,3238.413258924109
2025-12-03,4192.5883,2613.165,2767.1542834571774,3428.3322193562713,2862.874570368971,3429.0612993560662,4354.618947750352,3242.677169509133
2025-12-04,4210.8567,2613.165,2767.840496749234,3432.4542570965527,2864.012007326288,3433.005169830904,4364.718025458623,3249.01284269928
2025-12-05,4213.805,2613.165,2768.5268802120268,3436.581250947866,2865.1498961940183,3438.361382883504,4374.551850398967,3258.5124566987524
2025-12-09,4214.88,2613.165,2769.213433887756,3440.7132068691653,2866.2882371517094,3440.2874307019465,4383.978859080523,3259.925230999925
2025-12-10,4208.0267,2613.165,2769.900157818631,3444.850130826571,2867.427030378979,3443.6245301138656,4392.815210619865,3262.451995136712
2025-12-11,4200.4867,2613.165,2770.587052046874,3448.992028793375,2868.5662760555165,3445.964448706038,4402.070757647849,3258.1418492536163
2025-12-12,4277.225,2613.165,2771.2741166147152,3453.1389067500527,2869.7059743610826,3448.585705909521,4411.777455852372,3256.6865115492974
2025-12-15,4287.325,2613.165,2771.961351564397,3457.2907706842693,2870.84612547551,3451.6784371785893,4422.0090935439475,3246.203986618064
2025-12-16,4300.6133,2613.165,2772.6487569381707,3461.4476265908897,2871.986729578701,3454.174838617107,4431.971996773178,3239.391631698103
2025-12-17,4303.26,2613.165,2773.3363327782995,3464.9038716938107,2873.127786850632,3458.7113057159445,4441.522743893979,3236.5131535021164
2025-12-18,4339.045,2613.165,2774.0240791270567,3469.0698811735606,2874.2692974713495,3463.3106295388316,4450.475080936786,3240.507958980136
2025-12-19,4331.0867,2613.165,2774.7119960267255,3473.2408996335384,2875.4112616209713,3467.6852813798273,4459.852115807021,3242.331288615564
2025-12-22,4352.1233,2613.165,2775.4000835196002,3477.416933096266,2876.553679479687,3471.789734366404,4469.686223641324,3247.0259120657865
2025-12-23,4437.6917,2613.165,2776.0883416479855,3481.5979875915064,2877.6965512277584,3476.1974454754463,4480.052161291842,3246.908628143191
2025-12-24,4476.15,2613.165,2776.776770454196,3485.7840691562724,2878.839877045518,3480.4362922149494,4490.145837085051,3251.9307533217852
2025-12-26,4481.7467,2613.165,2777.465369980558,3489.975183834835,2879.98365711337,3485.5615560868255,4499.821946829595,3253.00185888202
2025-12-29,4522.1933,2613.165,2778.154140269407,3494.171337678734,2881.1278916117913,3489.570409271183,4508.891791795721,3259.2312859646872
2025-12-30,4326.6517,2613.165,2778.84308136309,3498.3725367467828,2882.2725807213296,3494.884255431122,4518.39190915148,3262.622769974333
